node_id,x,y,is_charger,num_chargers,zone
A21_S006,-0.0679,0.7039,false,0,manhattan
A22_S006,0.1077,0.7039,false,0,manhattan
A23_S006,0.2832,0.7039,false,0,manhattan
A24_S006,0.4587,0.7039,false,0,manhattan
A25_S006,0.6342,0.7039,false,0,manhattan
A26_S006,0.8097,0.7039,false,0,manhattan
A27_S006,0.9853,0.7039,false,0,manhattan
A00_S007,-0.7439,0.8212,false,0,manhattan
A01_S007,-0.539,0.8212,false,0,manhattan
A02_S007,-0.3341,0.8212,false,0,manhattan
A03_S007,-0.1293,0.8212,false,0,manhattan
A04_S007,0.0756,0.8212,false,0,manhattan
A05_S007,0.2805,0.8212,false,0,manhattan
A06_S007,0.4854,0.8212,false,0,manhattan
A07_S007,0.6903,0.8212,false,0,manhattan
A08_S007,0.8952,0.8212,false,0,manhattan
A09_S007,1.1001,0.8212,false,0,manhattan
A10_S007,1.305,0.8212,false,0,manhattan
A11_S007,1.5099,0.8212,false,0,manhattan
A12_S007,1.7148,0.8212,false,0,manhattan
A13_S007,1.9197,0.8212,false,0,manhattan
A14_S007,2.1246,0.8212,false,0,manhattan
A15_S007,2.3295,0.8212,false,0,manhattan
A16_S007,2.5344,0.8212,false,0,manhattan
A17_S007,2.7393,0.8212,false,0,manhattan
A18_S007,2.9442,0.8212,false,0,manhattan
A19_S007,3.1491,0.8212,false,0,manhattan
A20_S007,3.354,0.8212,false,0,manhattan
A21_S007,3.5588,0.8212,false,0,manhattan
A22_S007,3.7637,0.8212,false,0,manhattan
A23_S007,3.9686,0.8212,false,0,manhattan
A24_S007,4.1735,0.8212,false,0,manhattan
A25_S007,4.3784,0.8212,false,0,manhattan
A26_S007,4.5833,0.8212,false,0,manhattan
A27_S007,4.7882,0.8212,false,0,manhattan
A00_S008,-1.5078,0.9385,false,0,manhattan
A01_S008,-1.2136,0.9385,false,0,manhattan
A02_S008,-0.9193,0.9385,false,0,manhattan
A03_S008,-0.6251,0.9385,false,0,manhattan
A04_S008,-0.3309,0.9385,false,0,manhattan
A05_S008,-0.0367,0.9385,false,0,manhattan
A06_S008,0.2575,0.9385,false,0,manhattan
A07_S008,0.5518,0.9385,false,0,manhattan
A08_S008,0.846,0.9385,false,0,manhattan
A09_S008,1.1402,0.9385,false,0,manhattan
A10_S008,1.4344,0.9385,false,0,manhattan
A11_S008,1.7286,0.9385,false,0,manhattan
A12_S008,2.0229,0.9385,false,0,manhattan
A13_S008,2.3171,0.9385,false,0,manhattan
A14_S008,2.6113,0.9385,false,0,manhattan
A15_S008,2.9055,0.9385,false,0,manhattan
A16_S008,3.1997,0.9385,false,0,manhattan
A17_S008,3.494,0.9385,false,0,manhattan
A18_S008,3.7882,0.9385,false,0,manhattan
A19_S008,4.0824,0.9385,false,0,manhattan
A20_S008,4.3766,0.9385,false,0,manhattan
A21_S008,4.6708,0.9385,false,0,manhattan
A22_S008,4.9651,0.9385,false,0,manhattan
A23_S008,5.2593,0.9385,false,0,manhattan
A24_S008,5.5535,0.9385,false,0,manhattan
A25_S008,5.8477,0.9385,false,0,manhattan
A26_S008,6.1419,0.9385,false,0,manhattan
A27_S008,6.4362,0.9385,false,0,manhattan
A00_S009,-0.8869,1.0559,false,0,manhattan
A01_S009,-0.8176,1.0559,false,0,manhattan
A02_S009,-0.7483,1.0559,false,0,manhattan
A03_S009,-0.6789,1.0559,false,0,manhattan
A04_S009,-0.6096,1.0559,false,0,manhattan
A05_S009,-0.5402,1.0559,false,0,manhattan
A06_S009,-0.4709,1.0559,false,0,manhattan
A07_S009,-0.4016,1.0559,false,0,manhattan
A08_S009,-0.3322,1.0559,false,0,manhattan
A09_S009,-0.2629,1.0559,false,0,manhattan
A10_S009,-0.1935,1.0559,false,0,manhattan
A11_S009,-0.1242,1.0559,false,0,manhattan
A12_S009,-0.0549,1.0559,false,0,manhattan
A13_S009,0.0145,1.0559,false,0,manhattan
A14_S009,0.0838,1.0559,false,0,manhattan
A15_S009,0.1532,1.0559,false,0,manhattan
A16_S009,0.2225,1.0559,false,0,manhattan
A17_S009,0.2919,1.0559,false,0,manhattan
A18_S009,0.3612,1.0559,false,0,manhattan
A19_S009,0.4305,1.0559,false,0,manhattan
A20_S009,0.4999,1.0559,false,0,manhattan
A21_S009,0.5692,1.0559,false,0,manhattan
A22_S009,0.6386,1.0559,false,0,manhattan
A23_S009,0.7079,1.0559,false,0,manhattan
A24_S009,0.7772,1.0559,false,0,manhattan
A25_S009,0.8466,1.0559,false,0,manhattan
A26_S009,0.9159,1.0559,false,0,manhattan
A27_S009,0.9853,1.0559,false,0,manhattan
A00_S010,-10.591,1.1732,false,0,manhattan
A01_S010,-10.1622,1.1732,false,0,manhattan
A02_S010,-9.7335,1.1732,false,0,manhattan
A03_S010,-9.3047,1.1732,false,0,manhattan
A04_S010,-8.876,1.1732,false,0,manhattan
A05_S010,-8.4472,1.1732,false,0,manhattan
A06_S010,-8.0185,1.1732,false,0,manhattan
A07_S010,-7.5897,1.1732,false,0,manhattan
A08_S010,-7.161,1.1732,false,0,manhattan
A09_S010,-6.7322,1.1732,false,0,manhattan
A10_S010,-6.3035,1.1732,false,0,manhattan
A11_S010,-5.8747,1.1732,false,0,manhattan
A12_S010,-5.446,1.1732,false,0,manhattan
A13_S010,-5.0172,1.1732,false,0,manhattan
A14_S010,-4.5885,1.1732,false,0,manhattan
A15_S010,-4.1597,1.1732,false,0,manhattan
A16_S010,-3.731,1.1732,false,0,manhattan
A17_S010,-3.3022,1.1732,false,0,manhattan
A18_S010,-2.8735,1.1732,false,0,manhattan
A19_S010,-2.4447,1.1732,false,0,manhattan
A20_S010,-2.016,1.1732,false,0,manhattan
A21_S010,-1.5872,1.1732,false,0,manhattan
A22_S010,-1.1585,1.1732,false,0,manhattan
A23_S010,-0.7297,1.1732,false,0,manhattan
A24_S010,-0.301,1.1732,false,0,manhattan
A25_S010,0.1278,1.1732,false,0,manhattan
A26_S010,0.5565,1.1732,false,0,manhattan
A27_S010,0.9853,1.1732,false,0,manhattan
A00_S011,-0.3311,1.2905,false,0,manhattan
A01_S011,-0.1296,1.2905,false,0,manhattan
A02_S011,0.0719,1.2905,false,0,manhattan
A03_S011,0.2733,1.2905,false,0,manhattan
A04_S011,0.4748,1.2905,false,0,manhattan
A05_S011,0.6763,1.2905,false,0,manhattan
A06_S011,0.8778,1.2905,false,0,manhattan
A07_S011,1.0793,1.2905,false,0,manhattan
A08_S011,1.2808,1.2905,false,0,manhattan
A09_S011,1.4823,1.2905,false,0,manhattan
A10_S011,1.6838,1.2905,false,0,manhattan
A11_S011,1.8853,1.2905,false,0,manhattan
A12_S011,2.0868,1.2905,false,0,manhattan
A13_S011,2.2883,1.2905,false,0,manhattan
A14_S011,2.4898,1.2905,false,0,manhattan
A15_S011,2.6913,1.2905,false,0,manhattan
A16_S011,2.8928,1.2905,false,0,manhattan
A17_S011,3.0943,1.2905,false,0,manhattan
A18_S011,3.2957,1.2905,false,0,manhattan
A19_S011,3.4972,1.2905,false,0,manhattan
A20_S011,3.6987,1.2905,false,0,manhattan
A21_S011,3.9002,1.2905,false,0,manhattan
A22_S011,4.1017,1.2905,false,0,manhattan
A23_S011,4.3032,1.2905,false,0,manhattan
A24_S011,4.5047,1.2905,false,0,manhattan
A25_S011,4.7062,1.2905,false,0,manhattan
A26_S011,4.9077,1.2905,false,0,manhattan
A27_S011,5.1092,1.2905,false,0,manhattan
A00_S012,-2.6461,1.4078,false,0,manhattan
A01_S012,-2.4508,1.4078,false,0,manhattan
A02_S012,-2.2554,1.4078,false,0,manhattan
A03_S012,-2.0601,1.4078,false,0,manhattan
A04_S012,-1.8648,1.4078,false,0,manhattan
A05_S012,-1.6694,1.4078,false,0,manhattan
A06_S012,-1.4741,1.4078,false,0,manhattan
A07_S012,-1.2788,1.4078,false,0,manhattan
A08_S012,-1.0834,1.4078,false,0,manhattan
A09_S012,-0.8881,1.4078,false,0,manhattan
A10_S012,-0.6928,1.4078,false,0,manhattan
A11_S012,-0.4974,1.4078,false,0,manhattan
A12_S012,-0.3021,1.4078,false,0,manhattan
A13_S012,-0.1068,1.4078,false,0,manhattan
A14_S012,0.0886,1.4078,false,0,manhattan
A15_S012,0.2839,1.4078,false,0,manhattan
A16_S012,0.4792,1.4078,false,0,manhattan
A17_S012,0.6745,1.4078,false,0,manhattan
A18_S012,0.8699,1.4078,false,0,manhattan
A19_S012,1.0652,1.4078,false,0,manhattan
A20_S012,1.2605,1.4078,false,0,manhattan
A21_S012,1.4559,1.4078,false,0,manhattan
A22_S012,1.6512,1.4078,false,0,manhattan
A23_S012,1.8465,1.4078,false,0,manhattan
A24_S012,2.0419,1.4078,false,0,manhattan
A25_S012,2.2372,1.4078,false,0,manhattan
A26_S012,2.4325,1.4078,false,0,manhattan
A27_S012,2.6279,1.4078,false,0,manhattan
A00_S013,-3.9602,1.5251,false,0,manhattan
A01_S013,-3.777,1.5251,false,0,manhattan
A02_S013,-3.5939,1.5251,false,0,manhattan
A03_S013,-3.4107,1.5251,false,0,manhattan
A04_S013,-3.2275,1.5251,false,0,manhattan
A05_S013,-3.0444,1.5251,false,0,manhattan
A06_S013,-2.8612,1.5251,false,0,manhattan
A07_S013,-2.678,1.5251,false,0,manhattan
A08_S013,-2.4949,1.5251,false,0,manhattan
A09_S013,-2.3117,1.5251,false,0,manhattan
A10_S013,-2.1285,1.5251,false,0,manhattan
A11_S013,-1.9454,1.5251,false,0,manhattan
A12_S013,-1.7622,1.5251,false,0,manhattan
A13_S013,-1.579,1.5251,false,0,manhattan
A14_S013,-1.3959,1.5251,false,0,manhattan
A15_S013,-1.2127,1.5251,false,0,manhattan
A16_S013,-1.0295,1.5251,false,0,manhattan
A17_S013,-0.8464,1.5251,false,0,manhattan
A18_S013,-0.6632,1.5251,false,0,manhattan
A19_S013,-0.4801,1.5251,false,0,manhattan
A20_S013,-0.2969,1.5251,false,0,manhattan
A21_S013,-0.1137,1.5251,false,0,manhattan
A22_S013,0.0694,1.5251,false,0,manhattan
A23_S013,0.2526,1.5251,false,0,manhattan
A24_S013,0.4358,1.5251,false,0,manhattan
A25_S013,0.6189,1.5251,false,0,manhattan
A26_S013,0.8021,1.5251,false,0,manhattan
A27_S013,0.9853,1.5251,false,0,manhattan
A00_S014,-3.9602,1.6425,false,0,manhattan
A01_S014,-3.777,1.6425,false,0,manhattan
A02_S014,-3.5939,1.6425,false,0,manhattan
A03_S014,-3.4107,1.6425,false,0,manhattan
A04_S014,-3.2275,1.6425,false,0,manhattan
A05_S014,-3.0444,1.6425,false,0,manhattan
A06_S014,-2.8612,1.6425,false,0,manhattan
A07_S014,-2.678,1.6425,false,0,manhattan
A08_S014,-2.4949,1.6425,false,0,manhattan
A09_S014,-2.3117,1.6425,false,0,manhattan
A10_S014,-2.1285,1.6425,false,0,manhattan
A11_S014,-1.9454,1.6425,false,0,manhattan
A12_S014,-1.7622,1.6425,false,0,manhattan
A13_S014,-1.579,1.6425,false,0,manhattan
A14_S014,-1.3959,1.6425,false,0,manhattan
A15_S014,-1.2127,1.6425,false,0,manhattan
A16_S014,-1.0295,1.6425,false,0,manhattan
A17_S014,-0.8464,1.6425,false,0,manhattan
A18_S014,-0.6632,1.6425,false,0,manhattan
A19_S014,-0.4801,1.6425,false,0,manhattan
A20_S014,-0.2969,1.6425,false,0,manhattan
A21_S014,-0.1137,1.6425,false,0,manhattan
A22_S014,0.0694,1.6425,false,0,manhattan
A23_S014,0.2526,1.6425,false,0,manhattan
A24_S014,0.4358,1.6425,false,0,manhattan
A25_S014,0.6189,1.6425,false,0,manhattan
A26_S014,0.8021,1.6425,false,0,manhattan
A27_S014,0.9853,1.6425,false,0,manhattan
A00_S015,-3.9602,1.7598,false,0,manhattan
A01_S015,-3.777,1.7598,false,0,manhattan
A02_S015,-3.5939,1.7598,false,0,manhattan
A03_S015,-3.4107,1.7598,false,0,manhattan
A04_S015,-3.2275,1.7598,false,0,manhattan
A05_S015,-3.0444,1.7598,false,0,manhattan
A06_S015,-2.8612,1.7598,false,0,manhattan
A07_S015,-2.678,1.7598,false,0,manhattan
A08_S015,-2.4949,1.7598,false,0,manhattan
A09_S015,-2.3117,1.7598,false,0,manhattan
A10_S015,-2.1285,1.7598,false,0,manhattan
A11_S015,-1.9454,1.7598,false,0,manhattan
A12_S015,-1.7622,1.7598,false,0,manhattan
A13_S015,-1.579,1.7598,false,0,manhattan
A14_S015,-1.3959,1.7598,false,0,manhattan
A15_S015,-1.2127,1.7598,false,0,manhattan
A16_S015,-1.0295,1.7598,false,0,manhattan
A17_S015,-0.8464,1.7598,false,0,manhattan
A18_S015,-0.6632,1.7598,false,0,manhattan
A19_S015,-0.4801,1.7598,false,0,manhattan
A20_S015,-0.2969,1.7598,false,0,manhattan
A21_S015,-0.1137,1.7598,false,0,manhattan
A22_S015,0.0694,1.7598,false,0,manhattan
A23_S015,0.2526,1.7598,false,0,manhattan
A24_S015,0.4358,1.7598,false,0,manhattan
A25_S015,0.6189,1.7598,false,0,manhattan
A26_S015,0.8021,1.7598,false,0,manhattan
A27_S015,0.9853,1.7598,false,0,manhattan
A00_S016,-3.9602,1.8771,false,0,manhattan
A01_S016,-3.777,1.8771,false,0,manhattan
A02_S016,-3.5939,1.8771,false,0,manhattan
A03_S016,-3.4107,1.8771,false,0,manhattan
A04_S016,-3.2275,1.8771,false,0,manhattan
A05_S016,-3.0444,1.8771,false,0,manhattan
A06_S016,-2.8612,1.8771,false,0,manhattan
A07_S016,-2.678,1.8771,false,0,manhattan
A08_S016,-2.4949,1.8771,false,0,manhattan
A09_S016,-2.3117,1.8771,false,0,manhattan
A10_S016,-2.1285,1.8771,false,0,manhattan
A11_S016,-1.9454,1.8771,false,0,manhattan
A12_S016,-1.7622,1.8771,false,0,manhattan
A13_S016,-1.579,1.8771,false,0,manhattan
A14_S016,-1.3959,1.8771,false,0,manhattan
A15_S016,-1.2127,1.8771,false,0,manhattan
A16_S016,-1.0295,1.8771,false,0,manhattan
A17_S016,-0.8464,1.8771,false,0,manhattan
A18_S016,-0.6632,1.8771,false,0,manhattan
A19_S016,-0.4801,1.8771,false,0,manhattan
A20_S016,-0.2969,1.8771,false,0,manhattan
A21_S016,-0.1137,1.8771,false,0,manhattan
A22_S016,0.0694,1.8771,false,0,manhattan
A23_S016,0.2526,1.8771,false,0,manhattan
A24_S016,0.4358,1.8771,false,0,manhattan
A25_S016,0.6189,1.8771,false,0,manhattan
A26_S016,0.8021,1.8771,false,0,manhattan
A27_S016,0.9853,1.8771,false,0,manhattan
A00_S017,-3.6693,1.9944,false,0,manhattan
A01_S017,-3.4969,1.9944,false,0,manhattan
A02_S017,-3.3245,1.9944,false,0,manhattan
A03_S017,-3.1521,1.9944,false,0,manhattan
A04_S017,-2.9797,1.9944,false,0,manhattan
A05_S017,-2.8073,1.9944,false,0,manhattan
A06_S017,-2.6349,1.9944,false,0,manhattan
A07_S017,-2.4625,1.9944,false,0,manhattan
A08_S017,-2.2902,1.9944,false,0,manhattan
A09_S017,-2.1178,1.9944,false,0,manhattan
A10_S017,-1.9454,1.9944,false,0,manhattan
A11_S017,-1.773,1.9944,false,0,manhattan
A12_S017,-1.6006,1.9944,false,0,manhattan
A13_S017,-1.4282,1.9944,false,0,manhattan
A14_S017,-1.2558,1.9944,false,0,manhattan
A15_S017,-1.0834,1.9944,false,0,manhattan
A16_S017,-0.911,1.9944,false,0,manhattan
A17_S017,-0.7386,1.9944,false,0,manhattan
A18_S017,-0.5662,1.9944,false,0,manhattan
A19_S017,-0.3939,1.9944,false,0,manhattan
A20_S017,-0.2215,1.9944,false,0,manhattan
A21_S017,-0.0491,1.9944,false,0,manhattan
A22_S017,0.1233,1.9944,false,0,manhattan
A23_S017,0.2957,1.9944,false,0,manhattan
A24_S017,0.4681,1.9944,false,0,manhattan
A25_S017,0.6405,1.9944,false,0,manhattan
A26_S017,0.8129,1.9944,false,0,manhattan
A27_S017,0.9853,1.9944,false,0,manhattan
A00_S018,-3.6693,2.1117,false,0,manhattan
A01_S018,-3.4969,2.1117,false,0,manhattan
A02_S018,-3.3245,2.1117,false,0,manhattan
A03_S018,-3.1521,2.1117,false,0,manhattan
A04_S018,-2.9797,2.1117,false,0,manhattan
A05_S018,-2.8073,2.1117,false,0,manhattan
A06_S018,-2.6349,2.1117,false,0,manhattan
A07_S018,-2.4625,2.1117,false,0,manhattan
A08_S018,-2.2902,2.1117,false,0,manhattan
A09_S018,-2.1178,2.1117,false,0,manhattan
A10_S018,-1.9454,2.1117,false,0,manhattan
A11_S018,-1.773,2.1117,false,0,manhattan
A12_S018,-1.6006,2.1117,false,0,manhattan
A13_S018,-1.4282,2.1117,false,0,manhattan
A14_S018,-1.2558,2.1117,false,0,manhattan
A15_S018,-1.0834,2.1117,false,0,manhattan
A16_S018,-0.911,2.1117,false,0,manhattan
A17_S018,-0.7386,2.1117,false,0,manhattan
A18_S018,-0.5662,2.1117,false,0,manhattan
A19_S018,-0.3939,2.1117,false,0,manhattan
A20_S018,-0.2215,2.1117,false,0,manhattan
A21_S018,-0.0491,2.1117,false,0,manhattan
A22_S018,0.1233,2.1117,false,0,manhattan
A23_S018,0.2957,2.1117,false,0,manhattan
A24_S018,0.4681,2.1117,false,0,manhattan
A25_S018,0.6405,2.1117,false,0,manhattan
A26_S018,0.8129,2.1117,false,0,manhattan
A27_S018,0.9853,2.1117,false,0,manhattan
A00_S019,-3.6693,2.2291,false,0,manhattan
A01_S019,-3.4969,2.2291,false,0,manhattan
A02_S019,-3.3245,2.2291,false,0,manhattan
A03_S019,-3.1521,2.2291,false,0,manhattan
A04_S019,-2.9797,2.2291,false,0,manhattan
A05_S019,-2.8073,2.2291,false,0,manhattan
A06_S019,-2.6349,2.2291,false,0,manhattan
A07_S019,-2.4625,2.2291,false,0,manhattan
A08_S019,-2.2902,2.2291,false,0,manhattan
A09_S019,-2.1178,2.2291,false,0,manhattan
A10_S019,-1.9454,2.2291,false,0,manhattan
A11_S019,-1.773,2.2291,false,0,manhattan
A12_S019,-1.6006,2.2291,false,0,manhattan
A13_S019,-1.4282,2.2291,false,0,manhattan
A14_S019,-1.2558,2.2291,false,0,manhattan
