edge_id,src,dst,length_km,speed_limit_kmh,is_two_way
E112,S014_08AVE,S015_08AVE,0.1162,38.0,true
E113,S015_08AVE,S014_08AVE,0.1162,38.0,true
E114,S014_07AVE,S015_07AVE,0.1159,38.0,true
E115,S015_07AVE,S014_07AVE,0.1159,38.0,true
E116,S014_BWAY,S015_BWAY,0.1158,38.0,true
E117,S015_BWAY,S014_BWAY,0.1158,38.0,true
E118,S014_06AVE,S015_06AVE,0.1157,38.0,true
E119,S015_06AVE,S014_06AVE,0.1157,38.0,true
E120,S014_05AVE,S015_05AVE,0.1157,38.0,true
E121,S015_05AVE,S014_05AVE,0.1157,38.0,true
E122,S014_E_HWY,S015_E_HWY,0.1207,55.0,true
E123,S015_E_HWY,S014_E_HWY,0.1207,55.0,true
E124,S015_W_HWY,S016_W_HWY,0.1194,55.0,true
E125,S016_W_HWY,S015_W_HWY,0.1194,55.0,true
E126,S015_08AVE,S016_08AVE,0.1159,38.0,true
E127,S016_08AVE,S015_08AVE,0.1159,38.0,true
E128,S015_07AVE,S016_07AVE,0.1156,38.0,true
E129,S016_07AVE,S015_07AVE,0.1156,38.0,true
E130,S015_BWAY,S016_BWAY,0.1154,38.0,true
E131,S016_BWAY,S015_BWAY,0.1154,38.0,true
E132,S015_06AVE,S016_06AVE,0.1154,38.0,true
E133,S016_06AVE,S015_06AVE,0.1154,38.0,true
E134,S015_05AVE,S016_05AVE,0.1154,38.0,true
E135,S016_05AVE,S015_05AVE,0.1154,38.0,true
E136,S015_E_HWY,S016_E_HWY,0.1204,55.0,true
E137,S016_E_HWY,S015_E_HWY,0.1204,55.0,true
E138,S016_W_HWY,S017_W_HWY,0.1191,55.0,true
E139,S017_W_HWY,S016_W_HWY,0.1191,55.0,true
E140,S016_08AVE,S017_08AVE,0.1156,38.0,true
E141,S017_08AVE,S016_08AVE,0.1156,38.0,true
E142,S016_07AVE,S017_07AVE,0.1153,38.0,true
E143,S017_07AVE,S016_07AVE,0.1153,38.0,true
E144,S016_BWAY,S017_BWAY,0.1151,38.0,true
E145,S017_BWAY,S016_BWAY,0.1151,38.0,true
E146,S016_06AVE,S017_06AVE,0.1151,38.0,true
E147,S017_06AVE,S016_06AVE,0.1151,38.0,true
E148,S016_05AVE,S017_05AVE,0.1151,38.0,true
E149,S017_05AVE,S016_05AVE,0.1151,38.0,true
E150,S016_LEX,S017_LEX,0.1158,38.0,true
E151,S017_LEX,S016_LEX,0.1158,38.0,true
E152,S016_03AVE,S017_03AVE,0.1163,38.0,true
E153,S017_03AVE,S016_03AVE,0.1163,38.0,true
E154,S016_E_HWY,S017_E_HWY,0.1201,55.0,true
E155,S017_E_HWY,S016_E_HWY,0.1201,55.0,true
E156,S017_W_HWY,S018_W_HWY,0.1187,55.0,true
E157,S018_W_HWY,S017_W_HWY,0.1187,55.0,true
E158,S017_08AVE,S018_08AVE,0.1153,38.0,true
E159,S018_08AVE,S017_08AVE,0.1153,38.0,true
E160,S017_07AVE,S018_07AVE,0.115,38.0,true
E161,S018_07AVE,S017_07AVE,0.115,38.0,true
E162,S017_BWAY,S018_BWAY,0.1148,38.0,true
E163,S018_BWAY,S017_BWAY,0.1148,38.0,true
E164,S017_06AVE,S018_06AVE,0.1148,38.0,true
E165,S018_06AVE,S017_06AVE,0.1148,38.0,true
E166,S017_05AVE,S018_05AVE,0.1148,38.0,true
E167,S018_05AVE,S017_05AVE,0.1148,38.0,true
E168,S017_LEX,S018_LEX,0.1155,38.0,true
E169,S018_LEX,S017_LEX,0.1155,38.0,true
E170,S017_03AVE,S018_03AVE,0.116,38.0,true
E171,S018_03AVE,S017_03AVE,0.116,38.0,true
E172,S017_E_HWY,S018_E_HWY,0.1198,55.0,true
E173,S018_E_HWY,S017_E_HWY,0.1198,55.0,true
E174,S018_W_HWY,S019_W_HWY,0.1185,55.0,true
E175,S019_W_HWY,S018_W_HWY,0.1185,55.0,true
E176,S018_09AVE,S019_09AVE,0.1156,38.0,true
E177,S019_09AVE,S018_09AVE,0.1156,38.0,true
E178,S018_08AVE,S019_08AVE,0.1151,38.0,true
E179,S019_08AVE,S018_08AVE,0.1151,38.0,true
E180,S018_07AVE,S019_07AVE,0.1148,38.0,true
E181,S019_07AVE,S018_07AVE,0.1148,38.0,true
E182,S018_BWAY,S019_BWAY,0.1146,38.0,true
E183,S019_BWAY,S018_BWAY,0.1146,38.0,true
E184,S018_06AVE,S019_06AVE,0.1146,38.0,true
E185,S019_06AVE,S018_06AVE,0.1146,38.0,true
E186,S018_05AVE,S019_05AVE,0.1146,38.0,true
E187,S019_05AVE,S018_05AVE,0.1146,38.0,true
E188,S018_MAD,S019_MAD,0.1148,38.0,true
E189,S019_MAD,S018_MAD,0.1148,38.0,true
E190,S018_PARK,S019_PARK,0.115,38.0,true
E191,S019_PARK,S018_PARK,0.115,38.0,true
E192,S018_LEX,S019_LEX,0.1153,38.0,true
E193,S019_LEX,S018_LEX,0.1153,38.0,true
E194,S018_03AVE,S019_03AVE,0.1158,38.0,true
E195,S019_03AVE,S018_03AVE,0.1158,38.0,true
E196,S018_E_HWY,S019_E_HWY,0.1196,55.0,true
E197,S019_E_HWY,S018_E_HWY,0.1196,55.0,true
E198,S019_W_HWY,S020_W_HWY,0.1182,55.0,true
E199,S020_W_HWY,S019_W_HWY,0.1182,55.0,true
E200,S019_09AVE,S020_09AVE,0.1153,38.0,true
E201,S020_09AVE,S019_09AVE,0.1153,38.0,true
E202,S019_08AVE,S020_08AVE,0.1148,38.0,true
E203,S020_08AVE,S019_08AVE,0.1148,38.0,true
E204,S019_07AVE,S020_07AVE,0.1145,38.0,true
E205,S020_07AVE,S019_07AVE,0.1145,38.0,true
E206,S019_BWAY,S020_BWAY,0.1143,38.0,true
E207,S020_BWAY,S019_BWAY,0.1143,38.0,true
E208,S019_06AVE,S020_06AVE,0.1143,38.0,true
E209,S020_06AVE,S019_06AVE,0.1143,38.0,true
E210,S019_05AVE,S020_05AVE,0.1143,38.0,true
E211,S020_05AVE,S019_05AVE,0.1143,38.0,true
E212,S019_MAD,S020_MAD,0.1145,38.0,true
E213,S020_MAD,S019_MAD,0.1145,38.0,true
E214,S019_PARK,S020_PARK,0.1147,38.0,true
E215,S020_PARK,S019_PARK,0.1147,38.0,true
E216,S019_LEX,S020_LEX,0.115,38.0,true
E217,S020_LEX,S019_LEX,0.115,38.0,true
E218,S019_03AVE,S020_03AVE,0.1155,38.0,true
E219,S020_03AVE,S019_03AVE,0.1155,38.0,true
E220,S019_E_HWY,S020_E_HWY,0.1192,55.0,true
E221,S020_E_HWY,S019_E_HWY,0.1192,55.0,true
E222,S020_W_HWY,S021_W_HWY,0.118,55.0,true
E223,S021_W_HWY,S020_W_HWY,0.118,55.0,true
E224,S020_09AVE,S021_09AVE,0.1151,38.0,true
E225,S021_09AVE,S020_09AVE,0.1151,38.0,true
E226,S020_08AVE,S021_08AVE,0.1146,38.0,true
E227,S021_08AVE,S020_08AVE,0.1146,38.0,true
E228,S020_07AVE,S021_07AVE,0.1143,38.0,true
E229,S021_07AVE,S020_07AVE,0.1143,38.0,true
E230,S020_BWAY,S021_BWAY,0.1141,38.0,true
E231,S021_BWAY,S020_BWAY,0.1141,38.0,true
E232,S020_06AVE,S021_06AVE,0.1141,38.0,true
E233,S021_06AVE,S020_06AVE,0.1141,38.0,true
E234,S020_05AVE,S021_05AVE,0.1141,38.0,true
E235,S021_05AVE,S020_05AVE,0.1141,38.0,true
E236,S020_MAD,S021_MAD,0.1143,38.0,true
E237,S021_MAD,S020_MAD,0.1143,38.0,true
E238,S020_PARK,S021_PARK,0.1145,38.0,true
E239,S021_PARK,S020_PARK,0.1145,38.0,true
E240,S020_LEX,S021_LEX,0.1148,38.0,true
E241,S021_LEX,S020_LEX,0.1148,38.0,true
E242,S020_03AVE,S021_03AVE,0.1153,38.0,true
E243,S021_03AVE,S020_03AVE,0.1153,38.0,true
E244,S020_02AVE,S021_02AVE,0.116,38.0,true
E245,S021_02AVE,S020_02AVE,0.116,38.0,true
E246,S020_01AVE,S021_01AVE,0.1171,38.0,true
E247,S021_01AVE,S020_01AVE,0.1171,38.0,true
E248,S020_E_HWY,S021_E_HWY,0.1191,55.0,true
E249,S021_E_HWY,S020_E_HWY,0.1191,55.0,true
E250,S021_W_HWY,S022_W_HWY,0.1159,55.0,true
E251,S022_W_HWY,S021_W_HWY,0.1159,55.0,true
E252,S021_09AVE,S022_09AVE,0.1143,38.0,true
E253,S022_09AVE,S021_09AVE,0.1143,38.0,true
E254,S021_08AVE,S022_08AVE,0.1141,38.0,true
E255,S022_08AVE,S021_08AVE,0.1141,38.0,true
E256,S021_07AVE,S022_07AVE,0.114,38.0,true
E257,S022_07AVE,S021_07AVE,0.114,38.0,true
E258,S021_BWAY,S022_BWAY,0.1141,38.0,true
E259,S022_BWAY,S021_BWAY,0.1141,38.0,true
E260,S021_06AVE,S022_06AVE,0.1141,38.0,true
E261,S022_06AVE,S021_06AVE,0.1141,38.0,true
E262,S021_05AVE,S022_05AVE,0.1143,38.0,true
E263,S022_05AVE,S021_05AVE,0.1143,38.0,true
E264,S021_MAD,S022_MAD,0.1145,38.0,true
E265,S022_MAD,S021_MAD,0.1145,38.0,true
E266,S021_PARK,S022_PARK,0.1148,38.0,true
E267,S022_PARK,S021_PARK,0.1148,38.0,true
E268,S021_LEX,S022_LEX,0.1151,38.0,true
E269,S022_LEX,S021_LEX,0.1151,38.0,true
E270,S021_03AVE,S022_03AVE,0.1156,38.0,true
E271,S022_03AVE,S021_03AVE,0.1156,38.0,true
E272,S021_02AVE,S022_02AVE,0.1163,38.0,true
E273,S022_02AVE,S021_02AVE,0.1163,38.0,true
E274,S021_01AVE,S022_01AVE,0.1172,38.0,true
E275,S022_01AVE,S021_01AVE,0.1172,38.0,true
E276,S021_E_HWY,S022_E_HWY,0.1189,55.0,true
E277,S022_E_HWY,S021_E_HWY,0.1189,55.0,true
E278,S022_W_HWY,S023_W_HWY,0.1149,55.0,true
E279,S023_W_HWY,S022_W_HWY,0.1149,55.0,true
E280,S022_10AVE,S023_10AVE,0.114,38.0,true
E281,S023_10AVE,S022_10AVE,0.114,38.0,true
E282,S022_09AVE,S023_09AVE,0.1138,38.0,true
E283,S023_09AVE,S022_09AVE,0.1138,38.0,true
E284,S022_08AVE,S023_08AVE,0.1137,38.0,true
E285,S023_08AVE,S022_08AVE,0.1137,38.0,true
E286,S022_07AVE,S023_07AVE,0.1137,38.0,true
E287,S023_07AVE,S022_07AVE,0.1137,38.0,true
E288,S022_BWAY,S023_BWAY,0.114,38.0,true
E289,S023_BWAY,S022_BWAY,0.114,38.0,true
E290,S022_06AVE,S023_06AVE,0.1139,38.0,true
E291,S023_06AVE,S022_06AVE,0.1139,38.0,true
E292,S022_05AVE,S023_05AVE,0.1141,38.0,true
E293,S023_05AVE,S022_05AVE,0.1141,38.0,true
E294,S022_MAD,S023_MAD,0.1144,38.0,true
E295,S023_MAD,S022_MAD,0.1144,38.0,true
E296,S022_PARK,S023_PARK,0.1146,38.0,true
E297,S023_PARK,S022_PARK,0.1146,38.0,true
E298,S022_LEX,S023_LEX,0.115,38.0,true
E299,S023_LEX,S022_LEX,0.115,38.0,true
E300,S022_03AVE,S023_03AVE,0.1155,38.0,true
E301,S023_03AVE,S022_03AVE,0.1155,38.0,true
E302,S022_02AVE,S023_02AVE,0.1162,38.0,true
E303,S023_02AVE,S022_02AVE,0.1162,38.0,true
E304,S022_01AVE,S023_01AVE,0.1171,38.0,true
E305,S023_01AVE,S022_01AVE,0.1171,38.0,true
E306,S022_E_HWY,S023_E_HWY,0.1186,55.0,true
E307,S023_E_HWY,S022_E_HWY,0.1186,55.0,true
E308,S023_W_HWY,S024_W_HWY,0.1148,55.0,true
E309,S024_W_HWY,S023_W_HWY,0.1148,55.0,true
E310,S023_10AVE,S024_10AVE,0.1139,38.0,true
E311,S024_10AVE,S023_10AVE,0.1139,38.0,true
E312,S023_09AVE,S024_09AVE,0.1137,38.0,true
E313,S024_09AVE,S023_09AVE,0.1137,38.0,true
E314,S023_08AVE,S024_08AVE,0.1136,38.0,true
E315,S024_08AVE,S023_08AVE,0.1136,38.0,true
E316,S023_07AVE,S024_07AVE,0.1136,38.0,true
E317,S024_07AVE,S023_07AVE,0.1136,38.0,true
E318,S023_BWAY,S024_BWAY,0.1139,38.0,true
E319,S024_BWAY,S023_BWAY,0.1139,38.0,true
E320,S023_06AVE,S024_06AVE,0.1138,38.0,true
E321,S024_06AVE,S023_06AVE,0.1138,38.0,true
E322,S023_05AVE,S024_05AVE,0.114,38.0,true
E323,S024_05AVE,S023_05AVE,0.114,38.0,true
E324,S023_MAD,S024_MAD,0.1143,38.0,true
E325,S024_MAD,S023_MAD,0.1143,38.0,true
E326,S023_PARK,S024_PARK,0.1145,38.0,true
E327,S024_PARK,S023_PARK,0.1145,38.0,true
E328,S023_LEX,S024_LEX,0.1149,38.0,true
E329,S024_LEX,S023_LEX,0.1149,38.0,true
E330,S023_03AVE,S024_03AVE,0.1154,38.0,true
E331,S024_03AVE,S023_03AVE,0.1154,38.0,true
E332,S023_02AVE,S024_02AVE,0.1161,38.0,true
E333,S024_02AVE,S023_02AVE,0.1161,38.0,true
E334,S023_01AVE,S024_01AVE,0.117,38.0,true
E335,S024_01AVE,S023_01AVE,0.117,38.0,true
E336,S023_E_HWY,S024_E_HWY,0.1185,55.0,true
E337,S024_E_HWY,S023_E_HWY,0.1185,55.0,true
E338,S024_W_HWY,S025_W_HWY,0.1147,55.0,true
E339,S025_W_HWY,S024_W_HWY,0.1147,55.0,true
E340,S024_10AVE,S025_10AVE,0.1138,38.0,true
E341,S025_10AVE,S024_10AVE,0.1138,38.0,true
E342,S024_09AVE,S025_09AVE,0.1136,38.0,true
E343,S025_09AVE,S024_09AVE,0.1136,38.0,true
E344,S024_08AVE,S025_08AVE,0.1135,38.0,true
E345,S025_08AVE,S024_08AVE,0.1135,38.0,true
E346,S024_07AVE,S025_07AVE,0.1135,38.0,true
E347,S025_07AVE,S024_07AVE,0.1135,38.0,true
E348,S024_BWAY,S025_BWAY,0.1138,38.0,true
E349,S025_BWAY,S024_BWAY,0.1138,38.0,true
E350,S024_06AVE,S025_06AVE,0.1137,38.0,true
E351,S025_06AVE,S024_06AVE,0.1137,38.0,true
E352,S024_05AVE,S025_05AVE,0.1139,38.0,true
E353,S025_05AVE,S024_05AVE,0.1139,38.0,true
E354,S024_MAD,S025_MAD,0.1142,38.0,true
E355,S025_MAD,S024_MAD,0.1142,38.0,true
E356,S024_PARK,S025_PARK,0.1144,38.0,true
E357,S025_PARK,S024_PARK,0.1144,38.0,true
E358,S024_LEX,S025_LEX,0.1148,38.0,true
E359,S025_LEX,S024_LEX,0.1148,38.0,true
E360,S024_03AVE,S025_03AVE,0.1153,38.0,true
E361,S025_03AVE,S024_03AVE,0.1153,38.0,true
E362,S024_02AVE,S025_02AVE,0.1159,38.0,true
E363,S025_02AVE,S024_02AVE,0.1159,38.0,true
E364,S024_01AVE,S025_01AVE,0.1168,38.0,true
E365,S025_01AVE,S024_01AVE,0.1168,38.0,true
E366,S024_E_HWY,S025_E_HWY,0.1184,55.0,true
E367,S025_E_HWY,S024_E_HWY,0.1184,55.0,true
E368,S025_W_HWY,S026_W_HWY,0.1146,55.0,true
E369,S026_W_HWY,S025_W_HWY,0.1146,55.0,true
E370,S025_10AVE,S026_10AVE,0.1137,38.0,true
E371,S026_10AVE,S025_10AVE,0.1137,38.0,true
E372,S025_09AVE,S026_09AVE,0.1135,38.0,true
E373,S026_09AVE,S025_09AVE,0.1135,38.0,true
E374,S025_08AVE,S026_08AVE,0.1134,38.0,true
E375,S026_08AVE,S025_08AVE,0.1134,38.0,true
E376,S025_07AVE,S026_07AVE,0.1134,38.0,true
E377,S026_07AVE,S025_07AVE,0.1134,38.0,true
E378,S025_BWAY,S026_BWAY,0.1137,38.0,true
E379,S026_BWAY,S025_BWAY,0.1137,38.0,true
E380,S025_06AVE,S026_06AVE,0.1136,38.0,true
E381,S026_06AVE,S025_06AVE,0.1136,38.0,true
E382,S025_05AVE,S026_05AVE,0.1138,38.0,true
E383,S026_05AVE,S025_05AVE,0.1138,38.0,true
E384,S025_MAD,S026_MAD,0.1141,38.0,true
E385,S026_MAD,S025_MAD,0.1141,38.0,true
E386,S025_PARK,S026_PARK,0.1143,38.0,true
E387,S026_PARK,S025_PARK,0.1143,38.0,true
E388,S025_LEX,S026_LEX,0.1147,38.0,true
E389,S026_LEX,S025_LEX,0.1147,38.0,true
E390,S025_03AVE,S026_03AVE,0.1152,38.0,true
E391,S026_03AVE,S025_03AVE,0.1152,38.0,true
E392,S025_02AVE,S026_02AVE,0.1159,38.0,true
E393,S026_02AVE,S025_02AVE,0.1159,38.0,true
E394,S025_01AVE,S026_01AVE,0.1167,38.0,true
E395,S026_01AVE,S025_01AVE,0.1167,38.0,true
E396,S025_E_HWY,S026_E_HWY,0.1183,55.0,true
E397,S026_E_HWY,S025_E_HWY,0.1183,55.0,true
E398,S026_W_HWY,S027_W_HWY,0.1144,55.0,true
E399,S027_W_HWY,S026_W_HWY,0.1144,55.0,true
E400,S026_11AVE,S027_11AVE,0.1139,38.0,true
E401,S027_11AVE,S026_11AVE,0.1139,38.0,true
E402,S026_10AVE,S027_10AVE,0.1135,38.0,true
E403,S027_10AVE,S026_10AVE,0.1135,38.0,true
E404,S026_09AVE,S027_09AVE,0.1133,38.0,true
E405,S027_09AVE,S026_09AVE,0.1133,38.0,true
E406,S026_08AVE,S027_08AVE,0.1132,38.0,true
E407,S027_08AVE,S026_08AVE,0.1132,38.0,true
E408,S026_07AVE,S027_07AVE,0.1132,38.0,true
E409,S027_07AVE,S026_07AVE,0.1132,38.0,true
E410,S026_BWAY,S027_BWAY,0.1135,38.0,true
E411,S027_BWAY,S026_BWAY,0.1135,38.0,true
E412,S026_06AVE,S027_06AVE,0.1134,38.0,true
E413,S027_06AVE,S026_06AVE,0.1134,38.0,true
E414,S026_05AVE,S027_05AVE,0.1136,38.0,true
E415,S027_05AVE,S026_05AVE,0.1136,38.0,true
E416,S026_MAD,S027_MAD,0.1139,38.0,true
E417,S027_MAD,S026_MAD,0.1139,38.0,true
E418,S026_PARK,S027_PARK,0.1142,38.0,true
E419,S027_PARK,S026_PARK,0.1142,38.0,true
E420,S026_LEX,S027_LEX,0.1145,38.0,true
E421,S027_LEX,S026_LEX,0.1145,38.0,true
E422,S026_03AVE,S027_03AVE,0.115,38.0,true
E423,S027_03AVE,S026_03AVE,0.115,38.0,true
E424,S026_02AVE,S027_02AVE,0.1157,38.0,true
E425,S027_02AVE,S026_02AVE,0.1157,38.0,true
E426,S026_01AVE,S027_01AVE,0.1165,38.0,true
E427,S027_01AVE,S026_01AVE,0.1165,38.0,true
E428,S026_E_HWY,S027_E_HWY,0.1181,55.0,true
E429,S027_E_HWY,S026_E_HWY,0.1181,55.0,true
E430,S027_W_HWY,S028_W_HWY,0.1143,55.0,true
E431,S028_W_HWY,S027_W_HWY,0.1143,55.0,true
E432,S027_11AVE,S028_11AVE,0.114,38.0,true
E433,S028_11AVE,S027_11AVE,0.114,38.0,true
E434,S027_10AVE,S028_10AVE,0.1137,38.0,true
E435,S028_10AVE,S027_10AVE,0.1137,38.0,true
E436,S027_09AVE,S028_09AVE,0.1135,38.0,true
E437,S028_09AVE,S027_09AVE,0.1135,38.0,true
E438,S027_08AVE,S028_08AVE,0.1133,38.0,true
E439,S028_08AVE,S027_08AVE,0.1133,38.0,true
E440,S027_07AVE,S028_07AVE,0.1132,38.0,true
E441,S028_07AVE,S027_07AVE,0.1132,38.0,true
E442,S027_BWAY,S028_BWAY,0.1131,38.0,true
E443,S028_BWAY,S027_BWAY,0.1131,38.0,true
E444,S027_06AVE,S028_06AVE,0.1131,38.0,true
E445,S028_06AVE,S027_06AVE,0.1131,38.0,true
E446,S027_05AVE,S028_05AVE,0.1131,38.0,true
E447,S028_05AVE,S027_05AVE,0.1131,38.0,true
E448,S027_MAD,S028_MAD,0.1131,38.0,true
E449,S028_MAD,S027_MAD,0.1131,38.0,true
E450,S027_PARK,S028_PARK,0.1131,38.0,true
E451,S028_PARK,S027_PARK,0.1131,38.0,true
E452,S027_LEX,S028_LEX,0.1132,38.0,true
E453,S028_LEX,S027_LEX,0.1132,38.0,true
E454,S027_03AVE,S028_03AVE,0.1132,38.0,true
E455,S028_03AVE,S027_03AVE,0.1132,38.0,true
E456,S027_02AVE,S028_02AVE,0.1133,38.0,true
E457,S028_02AVE,S027_02AVE,0.1133,38.0,true
E458,S027_01AVE,S028_01AVE,0.1135,38.0,true
E459,S028_01AVE,S027_01AVE,0.1135,38.0,true
E460,S027_E_HWY,S028_E_HWY,0.1139,55.0,true
E461,S028_E_HWY,S027_E_HWY,0.1139,55.0,true
