edge_id,src,dst,length_km,speed_limit_kmh,is_two_way
E84,A10_S001,A10_S002,0.0982,42,true
E85,A11_S001,A12_S001,0.2245,45,true
E86,A11_S001,A11_S002,0.0982,42,true
E87,A12_S001,A13_S001,0.2245,45,true
E88,A12_S001,A12_S002,0.0982,42,true
E89,A13_S001,A14_S001,0.2246,45,true
E90,A13_S001,A13_S002,0.0982,42,true
E91,A14_S001,A15_S001,0.2245,45,true
E92,A14_S001,A14_S002,0.0982,42,true
E93,A15_S001,A16_S001,0.2246,45,true
E94,A15_S001,A15_S002,0.0982,42,true
E95,A16_S001,A17_S001,0.2245,45,true
E96,A16_S001,A16_S002,0.0982,42,true
E97,A17_S001,A18_S001,0.2245,45,true
E98,A17_S001,A17_S002,0.0982,42,true
E99,A18_S001,A19_S001,0.2246,45,true
E100,A18_S001,A18_S002,0.0982,42,true
E101,A19_S001,A20_S001,0.2245,45,true
E102,A19_S001,A19_S002,0.0982,42,true
E103,A20_S001,A21_S001,0.2246,45,true
E104,A20_S001,A20_S002,0.0982,42,true
E105,A21_S001,A22_S001,0.2245,45,true
E106,A21_S001,A21_S002,0.0982,42,true
E107,A22_S001,A23_S001,0.2245,45,true
E108,A22_S001,A22_S002,0.0982,42,true
E109,A23_S001,A24_S001,0.2246,45,true
E110,A23_S001,A23_S002,0.0982,42,true
E111,A24_S001,A25_S001,0.2245,45,true
E112,A24_S001,A24_S002,0.0982,42,true
E113,A25_S001,A26_S001,0.2246,45,true
E114,A25_S001,A25_S002,0.0982,42,true
E115,A26_S001,A27_S001,0.2245,45,true
E116,A26_S001,A26_S002,0.0982,42,true
E117,A27_S001,A28_S001,0.2245,45,true
E118,A27_S001,A27_S002,0.0982,42,true
E119,A28_S001,A29_S001,0.2246,45,true
E120,A28_S001,A28_S002,0.0982,42,true
E121,A29_S001,A30_S001,0.2245,45,true
E122,A29_S001,A29_S002,0.0982,42,true
E123,A30_S001,A31_S001,0.2246,45,true
E124,A30_S001,A30_S002,0.0982,42,true
E125,A31_S001,A31_S002,0.0982,42,true
E126,A00_S002,A01_S002,0.2204,55,true
E127,A00_S002,A00_S003,0.0981,42,true
E128,A01_S002,A02_S002,0.2204,45,true
E129,A01_S002,A01_S003,0.0981,42,true
E130,A02_S002,A03_S002,0.2204,45,true
E131,A02_S002,A02_S003,0.0981,42,true
E132,A03_S002,A04_S002,0.2205,45,true
E133,A03_S002,A03_S003,0.0981,42,true
E134,A04_S002,A05_S002,0.2204,45,true
E135,A04_S002,A04_S003,0.0981,42,true
E136,A05_S002,A06_S002,0.2204,45,true
E137,A05_S002,A05_S003,0.0981,42,true
E138,A06_S002,A07_S002,0.2204,45,true
E139,A06_S002,A06_S003,0.0981,42,true
E140,A07_S002,A08_S002,0.2204,45,true
E141,A07_S002,A07_S003,0.0981,42,true
E142,A08_S002,A09_S002,0.2205,45,true
E143,A08_S002,A08_S003,0.0981,42,true
E144,A09_S002,A10_S002,0.2204,45,true
E145,A09_S002,A09_S003,0.0981,42,true
E146,A10_S002,A11_S002,0.2204,45,true
E147,A10_S002,A10_S003,0.0981,42,true
E148,A11_S002,A12_S002,0.2204,45,true
E149,A11_S002,A11_S003,0.0981,42,true
E150,A12_S002,A13_S002,0.2205,45,true
E151,A12_S002,A12_S003,0.0981,42,true
E152,A13_S002,A14_S002,0.2204,45,true
E153,A13_S002,A13_S003,0.0981,42,true
E154,A14_S002,A15_S002,0.2204,45,true
E155,A14_S002,A14_S003,0.0981,42,true
E156,A15_S002,A16_S002,0.2204,45,true
E157,A15_S002,A15_S003,0.0981,42,true
E158,A16_S002,A17_S002,0.2204,45,true
E159,A16_S002,A16_S003,0.0981,42,true
E160,A17_S002,A18_S002,0.2205,45,true
E161,A17_S002,A17_S003,0.0981,42,true
E162,A18_S002,A19_S002,0.2204,45,true
E163,A18_S002,A18_S003,0.0981,42,true
E164,A19_S002,A20_S002,0.2204,45,true
E165,A19_S002,A19_S003,0.0981,42,true
E166,A20_S002,A21_S002,0.2204,45,true
E167,A20_S002,A20_S003,0.0981,42,true
E168,A21_S002,A22_S002,0.2205,45,true
E169,A21_S002,A21_S003,0.0981,42,true
E170,A22_S002,A23_S002,0.2204,45,true
E171,A22_S002,A22_S003,0.0981,42,true
E172,A23_S002,A24_S002,0.2204,45,true
E173,A23_S002,A23_S003,0.0981,42,true
E174,A24_S002,A25_S002,0.2204,45,true
E175,A24_S002,A24_S003,0.0981,42,true
E176,A25_S002,A26_S002,0.2204,45,true
E177,A25_S002,A25_S003,0.0981,42,true
E178,A26_S002,A27_S002,0.2205,45,true
E179,A26_S002,A26_S003,0.0981,42,true
E180,A27_S002,A28_S002,0.2204,45,true
E181,A27_S002,A27_S003,0.0981,42,true
E182,A28_S002,A29_S002,0.2204,45,true
E183,A28_S002,A28_S003,0.0981,42,true
E184,A29_S002,A30_S002,0.2204,45,true
E185,A29_S002,A29_S003,0.0981,42,true
E186,A30_S002,A31_S002,0.2205,45,true
E187,A30_S002,A30_S003,0.0981,42,true
E188,A31_S002,A31_S003,0.0981,42,true
E189,A00_S003,A01_S003,0.208,55,true
E190,A00_S003,A00_S004,0.0982,42,true
E191,A01_S003,A02_S003,0.2081,45,true
E192,A01_S003,A01_S004,0.0982,42,true
E193,A02_S003,A03_S003,0.2081,45,true
E194,A02_S003,A02_S004,0.0982,42,true
E195,A03_S003,A04_S003,0.2081,45,true
E196,A03_S003,A03_S004,0.0982,42,true
E197,A04_S003,A05_S003,0.208,45,true
E198,A04_S003,A04_S004,0.0982,42,true
E199,A05_S003,A06_S003,0.2081,45,true
E200,A05_S003,A05_S004,0.0982,42,true
E201,A06_S003,A07_S003,0.2081,45,true
E202,A06_S003,A06_S004,0.0982,42,true
E203,A07_S003,A08_S003,0.208,45,true
E204,A07_S003,A07_S004,0.0982,42,true
E205,A08_S003,A09_S003,0.2081,45,true
E206,A08_S003,A08_S004,0.0982,42,true
E207,A09_S003,A10_S003,0.2081,45,true
E208,A09_S003,A09_S004,0.0982,42,true
E209,A10_S003,A11_S003,0.2081,45,true
E210,A10_S003,A10_S004,0.0982,42,true
E211,A11_S003,A12_S003,0.208,45,true
E212,A11_S003,A11_S004,0.0982,42,true
E213,A12_S003,A13_S003,0.2081,45,true
E214,A12_S003,A12_S004,0.0982,42,true
E215,A13_S003,A14_S003,0.2081,45,true
E216,A13_S003,A13_S004,0.0982,42,true
E217,A14_S003,A15_S003,0.208,45,true
E218,A14_S003,A14_S004,0.0982,42,true
E219,A15_S003,A16_S003,0.2081,45,true
E220,A15_S003,A15_S004,0.0982,42,true
E221,A16_S003,A17_S003,0.2081,45,true
E222,A16_S003,A16_S004,0.0982,42,true
E223,A17_S003,A18_S003,0.2081,45,true
E224,A17_S003,A17_S004,0.0982,42,true
E225,A18_S003,A19_S003,0.208,45,true
E226,A18_S003,A18_S004,0.0982,42,true
E227,A19_S003,A20_S003,0.2081,45,true
E228,A19_S003,A19_S004,0.0982,42,true
E229,A20_S003,A21_S003,0.2081,45,true
E230,A20_S003,A20_S004,0.0982,42,true
E231,A21_S003,A22_S003,0.208,45,true
E232,A21_S003,A21_S004,0.0982,42,true
E233,A22_S003,A23_S003,0.2081,45,true
E234,A22_S003,A22_S004,0.0982,42,true
E235,A23_S003,A24_S003,0.2081,45,true
E236,A23_S003,A23_S004,0.0982,42,true
E237,A24_S003,A25_S003,0.2081,45,true
E238,A24_S003,A24_S004,0.0982,42,true
E239,A25_S003,A26_S003,0.208,45,true
E240,A25_S003,A25_S004,0.0982,42,true
E241,A26_S003,A27_S003,0.2081,45,true
E242,A26_S003,A26_S004,0.0982,42,true
E243,A27_S003,A28_S003,0.2081,45,true
E244,A27_S003,A27_S004,0.0982,42,true
E245,A28_S003,A29_S003,0.208,45,true
E246,A28_S003,A28_S004,0.0982,42,true
E247,A29_S003,A30_S003,0.2081,45,true
E248,A29_S003,A29_S004,0.0982,42,true
E249,A30_S003,A31_S003,0.2081,45,true
E250,A30_S003,A30_S004,0.0982,42,true
E251,A31_S003,A31_S004,0.0982,42,true
E252,A00_S004,A01_S004,0.165,55,true
E253,A00_S004,A00_S005,0.108,42,true
E254,A01_S004,A02_S004,0.165,45,true
E255,A01_S004,A01_S005,0.108,42,true
E256,A02_S004,A03_S004,0.165,45,true
E257,A02_S004,A02_S005,0.108,42,true
E258,A03_S004,A04_S004,0.165,45,true
E259,A03_S004,A03_S005,0.108,42,true
E260,A04_S004,A05_S004,0.165,45,true
E261,A04_S004,A04_S005,0.108,42,true
E262,A05_S004,A06_S004,0.165,45,true
E263,A05_S004,A05_S005,0.108,42,true
E264,A06_S004,A07_S004,0.165,45,true
E265,A06_S004,A06_S005,0.108,42,true
E266,A07_S004,A08_S004,0.165,45,true
E267,A07_S004,A07_S005,0.108,42,true
E268,A08_S004,A09_S004,0.165,45,true
E269,A08_S004,A08_S005,0.108,42,true
E270,A09_S004,A10_S004,0.165,45,true
E271,A09_S004,A09_S005,0.108,42,true
E272,A10_S004,A11_S004,0.165,45,true
E273,A10_S004,A10_S005,0.108,42,true
E274,A11_S004,A12_S004,0.165,45,true
E275,A11_S004,A11_S005,0.108,42,true
E276,A12_S004,A13_S004,0.165,45,true
E277,A12_S004,A12_S005,0.108,42,true
E278,A13_S004,A14_S004,0.165,45,true
E279,A13_S004,A13_S005,0.108,42,true
E280,A14_S004,A15_S004,0.165,45,true
E281,A14_S004,A14_S005,0.108,42,true
E282,A15_S004,A16_S004,0.165,45,true
E283,A15_S004,A15_S005,0.108,42,true
E284,A16_S004,A17_S004,0.165,45,true
E285,A16_S004,A16_S005,0.108,42,true
E286,A17_S004,A18_S004,0.165,45,true
E287,A17_S004,A17_S005,0.108,42,true
E288,A18_S004,A19_S004,0.165,45,true
E289,A18_S004,A18_S005,0.108,42,true
E290,A19_S004,A20_S004,0.165,45,true
E291,A19_S004,A19_S005,0.108,42,true
E292,A20_S004,A21_S004,0.165,45,true
E293,A20_S004,A20_S005,0.108,42,true
E294,A21_S004,A22_S004,0.165,45,true
E295,A21_S004,A21_S005,0.108,42,true
E296,A22_S004,A23_S004,0.165,45,true
E297,A22_S004,A22_S005,0.108,42,true
E298,A23_S004,A24_S004,0.165,45,true
E299,A23_S004,A23_S005,0.108,42,true
E300,A24_S004,A25_S004,0.165,45,true
E301,A24_S004,A24_S005,0.108,42,true
E302,A25_S004,A26_S004,0.165,45,true
E303,A25_S004,A25_S005,0.108,42,true
E304,A26_S004,A27_S004,0.165,45,true
E305,A26_S004,A26_S005,0.108,42,true
E306,A27_S004,A28_S004,0.165,45,true
E307,A27_S004,A27_S005,0.108,42,true
E308,A28_S004,A29_S004,0.165,45,true
E309,A28_S004,A28_S005,0.108,42,true
E310,A29_S004,A30_S004,0.165,45,true
E311,A29_S004,A29_S005,0.108,42,true
E312,A30_S004,A31_S004,0.165,45,true
E313,A30_S004,A30_S005,0.108,42,true
E314,A31_S004,A31_S005,0.108,42,true
E315,A00_S005,A01_S005,0.2005,55,true
E316,A00_S005,A00_S006,0.0982,42,true
E317,A01_S005,A02_S005,0.2004,45,true
E318,A01_S005,A01_S006,0.0982,42,true
E319,A02_S005,A03_S005,0.2005,45,true
E320,A02_S005,A02_S006,0.0982,42,true
E321,A03_S005,A04_S005,0.2005,45,true
E322,A03_S005,A03_S006,0.0982,42,true
E323,A04_S005,A05_S005,0.2004,45,true
E324,A04_S005,A04_S006,0.0982,42,true
E325,A05_S005,A06_S005,0.2005,45,true
E326,A05_S005,A05_S006,0.0982,42,true
E327,A06_S005,A07_S005,0.2005,45,true
E328,A06_S005,A06_S006,0.0982,42,true
E329,A07_S005,A08_S005,0.2005,45,true
E330,A07_S005,A07_S006,0.0982,42,true
E331,A08_S005,A09_S005,0.2004,45,true
E332,A08_S005,A08_S006,0.0982,42,true
E333,A09_S005,A10_S005,0.2005,45,true
E334,A09_S005,A09_S006,0.0982,42,true
E335,A10_S005,A11_S005,0.2005,45,true
E336,A10_S005,A10_S006,0.0982,42,true
E337,A11_S005,A12_S005,0.2004,45,true
E338,A11_S005,A11_S006,0.0982,42,true
E339,A12_S005,A13_S005,0.2005,45,true
E340,A12_S005,A12_S006,0.0982,42,true
E341,A13_S005,A14_S005,0.2005,45,true
E342,A13_S005,A13_S006,0.0982,42,true
E343,A14_S005,A15_S005,0.2005,45,true
E344,A14_S005,A14_S006,0.0982,42,true
E345,A15_S005,A16_S005,0.2004,45,true
E346,A15_S005,A15_S006,0.0982,42,true
E347,A16_S005,A17_S005,0.2005,45,true
E348,A16_S005,A16_S006,0.0982,42,true
E349,A17_S005,A18_S005,0.2005,45,true
E350,A17_S005,A17_S006,0.0982,42,true
E351,A18_S005,A19_S005,0.2004,45,true
E352,A18_S005,A18_S006,0.0982,42,true
E353,A19_S005,A20_S005,0.2005,45,true
E354,A19_S005,A19_S006,0.0982,42,true
E355,A20_S005,A21_S005,0.2005,45,true
E356,A20_S005,A20_S006,0.0982,42,true
E357,A21_S005,A22_S005,0.2004,45,true
E358,A21_S005,A21_S006,0.0982,42,true
E359,A22_S005,A23_S005,0.2005,45,true
E360,A22_S005,A22_S006,0.0982,42,true
E361,A23_S005,A24_S005,0.2005,45,true
E362,A23_S005,A23_S006,0.0982,42,true
E363,A24_S005,A25_S005,0.2005,45,true
E364,A24_S005,A24_S006,0.0982,42,true
E365,A25_S005,A26_S005,0.2004,45,true
E366,A25_S005,A25_S006,0.0982,42,true
E367,A26_S005,A27_S005,0.2005,45,true
E368,A26_S005,A26_S006,0.0982,42,true
E369,A27_S005,A28_S005,0.2005,45,true
E370,A27_S005,A27_S006,0.0982,42,true
E371,A28_S005,A29_S005,0.2004,45,true
E372,A28_S005,A28_S006,0.0982,42,true
E373,A29_S005,A30_S005,0.2005,45,true
E374,A29_S005,A29_S006,0.0982,42,true
E375,A30_S005,A31_S005,0.2005,45,true
E376,A30_S005,A30_S006,0.0982,42,true
E377,A31_S005,A31_S006,0.0982,42,true
E378,A00_S006,A01_S006,0.2122,55,true
E379,A00_S006,A00_S007,0.0982,42,true
E380,A01_S006,A02_S006,0.2122,45,true
E381,A01_S006,A01_S007,0.0982,42,true
E382,A02_S006,A03_S006,0.2122,45,true
E383,A02_S006,A02_S007,0.0982,42,true
E384,A03_S006,A04_S006,0.2122,45,true
E385,A03_S006,A03_S007,0.0982,42,true
E386,A04_S006,A05_S006,0.2122,45,true
E387,A04_S006,A04_S007,0.0982,42,true
E388,A05_S006,A06_S006,0.2122,45,true
E389,A05_S006,A05_S007,0.0982,42,true
E390,A06_S006,A07_S006,0.2122,45,true
E391,A06_S006,A06_S007,0.0982,42,true
E392,A07_S006,A08_S006,0.2121,45,true
E393,A07_S006,A07_S007,0.0982,42,true
E394,A08_S006,A09_S006,0.2122,45,true
E395,A08_S006,A08_S007,0.0982,42,true
E396,A09_S006,A10_S006,0.2122,45,true
E397,A09_S006,A09_S007,0.0982,42,true
E398,A10_S006,A11_S006,0.2122,45,true
E399,A10_S006,A10_S007,0.0982,42,true
E400,A11_S006,A12_S006,0.2122,45,true
E401,A11_S006,A11_S007,0.0982,42,true
E402,A12_S006,A13_S006,0.2122,45,true
E403,A12_S006,A12_S007,0.0982,42,true
E404,A13_S006,A14_S006,0.2122,45,true
E405,A13_S006,A13_S007,0.0982,42,true
E406,A14_S006,A15_S006,0.2122,45,true
E407,A14_S006,A14_S007,0.0982,42,true
E408,A15_S006,A16_S006,0.2122,45,true
E409,A15_S006,A15_S007,0.0982,42,true
E410,A16_S006,A17_S006,0.2121,45,true
E411,A16_S006,A16_S007,0.0982,42,true
E412,A17_S006,A18_S006,0.2122,45,true
E413,A17_S006,A17_S007,0.0982,42,true
E414,A18_S006,A19_S006,0.2122,45,true
E415,A18_S006,A18_S007,0.0982,42,true
E416,A19_S006,A20_S006,0.2122,45,true
E417,A19_S006,A19_S007,0.0982,42,true
E418,A20_S006,A21_S006,0.2122,45,true
E419,A20_S006,A20_S007,0.0982,42,true
E420,A21_S006,A22_S006,0.2122,45,true
E421,A21_S006,A21_S007,0.0982,42,true
E422,A22_S006,A23_S006,0.2122,45,true
E423,A22_S006,A22_S007,0.0982,42,true
E424,A23_S006,A24_S006,0.2122,45,true
E425,A23_S006,A23_S007,0.0982,42,true
E426,A24_S006,A25_S006,0.2122,45,true
E427,A24_S006,A24_S007,0.0982,42,true
E428,A25_S006,A26_S006,0.2121,45,true
E429,A25_S006,A25_S007,0.0982,42,true
E430,A26_S006,A27_S006,0.2122,45,true
E431,A26_S006,A26_S007,0.0982,42,true
E432,A27_S006,A28_S006,0.2122,45,true
E433,A27_S006,A27_S007,0.0982,42,true
E434,A28_S006,A29_S006,0.2122,45,true
E435,A28_S006,A28_S007,0.0982,42,true
E436,A29_S006,A30_S006,0.2122,45,true
E437,A29_S006,A29_S007,0.0982,42,true
E438,A30_S006,A31_S006,0.2122,45,true
E439,A30_S006,A30_S007,0.0982,42,true
E440,A31_S006,A31_S007,0.0982,42,true
E441,A00_S007,A01_S007,0.2401,55,true
E442,A00_S007,A00_S008,0.0981,42,true
E443,A01_S007,A02_S007,0.2401,45,true
E444,A01_S007,A01_S008,0.0981,42,true
E445,A02_S007,A03_S007,0.24,45,true
E446,A02_S007,A02_S008,0.0981,42,true
E447,A03_S007,A04_S007,0.2401,45,true
E448,A03_S007,A03_S008,0.0981,42,true
E449,A04_S007,A05_S007,0.24,45,true
E450,A04_S007,A04_S008,0.0981,42,true
E451,A05_S007,A06_S007,0.2401,45,true
E452,A05_S007,A05_S008,0.0981,42,true
E453,A06_S007,A07_S007,0.24,45,true
E454,A06_S007,A06_S008,0.0981,42,true
E455,A07_S007,A08_S007,0.2401,45,true
E456,A07_S007,A07_S008,0.0981,42,true
E457,A08_S007,A09_S007,0.2401,45,true
E458,A08_S007,A08_S008,0.0981,42,true
E459,A09_S007,A10_S007,0.24,45,true
E460,A09_S007,A09_S008,0.0981,42,true
E461,A10_S007,A11_S007,0.2401,45,true
E462,A10_S007,A10_S008,0.0981,42,true
E463,A11_S007,A12_S007,0.24,45,true
E464,A11_S007,A11_S008,0.0981,42,true
E465,A12_S007,A13_S007,0.2401,45,true
E466,A12_S007,A12_S008,0.0981,42,true
E467,A13_S007,A14_S007,0.2401,45,true
E468,A13_S007,A13_S008,0.0981,42,true
E469,A14_S007,A15_S007,0.24,45,true
E470,A14_S007,A14_S008,0.0981,42,true
E471,A15_S007,A16_S007,0.2401,45,true
E472,A15_S007,A15_S008,0.0981,42,true
E473,A16_S007,A17_S007,0.24,45,true
E474,A16_S007,A16_S008,0.0981,42,true
E475,A17_S007,A18_S007,0.2401,45,true
E476,A17_S007,A17_S008,0.0981,42,true
E477,A18_S007,A19_S007,0.24,45,true
E478,A18_S007,A18_S008,0.0981,42,true
E479,A19_S007,A20_S007,0.2401,45,true
E480,A19_S007,A19_S008,0.0981,42,true
E481,A20_S007,A21_S007,0.2401,45,true
E482,A20_S007,A20_S008,0.0981,42,true
E483,A21_S007,A22_S007,0.24,45,true
E484,A21_S007,A21_S008,0.0981,42,true
E485,A22_S007,A23_S007,0.2401,45,true
E486,A22_S007,A22_S008,0.0981,42,true
E487,A23_S007,A24_S007,0.24,45,true
E488,A23_S007,A23_S008,0.0981,42,true
E489,A24_S007,A25_S007,0.2401,45,true
E490,A24_S007,A24_S008,0.0981,42,true
E491,A25_S007,A26_S007,0.24,45,true
E492,A25_S007,A25_S008,0.0981,42,true
E493,A26_S007,A27_S007,0.2401,45,true
E494,A26_S007,A26_S008,0.0981,42,true
E495,A27_S007,A28_S007,0.2401,45,true
E496,A27_S007,A27_S008,0.0981,42,true
E497,A28_S007,A29_S007,0.24,45,true
E498,A28_S007,A28_S008,0.0981,42,true
E499,A29_S007,A30_S007,0.2401,45,true
E500,A29_S007,A29_S008,0.0981,42,true
E501,A30_S007,A31_S007,0.24,45,true
E502,A30_S007,A30_S008,0.0981,42,true
E503,A31_S007,A31_S008,0.0981,42,true
E504,A00_S008,A01_S008,0.2062,55,true
E505,A00_S008,A00_S009,0.108,42,true
E506,A01_S008,A02_S008,0.2062,45,true
E507,A01_S008,A01_S009,0.108,42,true
E508,A02_S008,A03_S008,0.2061,45,true
E509,A02_S008,A02_S009,0.108,42,true
E510,A03_S008,A04_S008,0.2062,45,true
E511,A03_S008,A03_S009,0.108,42,true
E512,A04_S008,A05_S008,0.2062,45,true
E513,A04_S008,A04_S009,0.108,42,true
E514,A05_S008,A06_S008,0.2062,45,true
E515,A05_S008,A05_S009,0.108,42,true
E516,A06_S008,A07_S008,0.2061,45,true
E517,A06_S008,A06_S009,0.108,42,true
E518,A07_S008,A08_S008,0.2062,45,true
E519,A07_S008,A07_S009,0.108,42,true
E520,A08_S008,A09_S008,0.2062,45,true
E521,A08_S008,A08_S009,0.108,42,true
E522,A09_S008,A10_S008,0.2061,45,true
E523,A09_S008,A09_S009,0.108,42,true
E524,A10_S008,A11_S008,0.2062,45,true
E525,A10_S008,A10_S009,0.108,42,true
E526,A11_S008,A12_S008,0.2062,45,true
E527,A11_S008,A11_S009,0.108,42,true
E528,A12_S008,A13_S008,0.2062,45,true
E529,A12_S008,A12_S009,0.108,42,true
E530,A13_S008,A14_S008,0.2061,45,true
E531,A13_S008,A13_S009,0.108,42,true
E532,A14_S008,A15_S008,0.2062,45,true
E533,A14_S008,A14_S009,0.108,42,true
E534,A15_S008,A16_S008,0.2062,45,true
E535,A15_S008,A15_S009,0.108,42,true
E536,A16_S008,A17_S008,0.2061,45,true
E537,A16_S008,A16_S009,0.108,42,true
E538,A17_S008,A18_S008,0.2062,45,true
E539,A17_S008,A17_S009,0.108,42,true
E540,A18_S008,A19_S008,0.2062,45,true
E541,A18_S008,A18_S009,0.108,42,true
E542,A19_S008,A20_S008,0.2062,45,true
E543,A19_S008,A19_S009,0.108,42,true
E544,A20_S008,A21_S008,0.2061,45,true
E545,A20_S008,A20_S009,0.108,42,true
E546,A21_S008,A22_S008,0.2062,45,true
E547,A21_S008,A21_S009,0.108,42,true
E548,A22_S008,A23_S008,0.2062,45,true
E549,A22_S008,A22_S009,0.108,42,true
E550,A23_S008,A24_S008,0.2061,45,true
E551,A23_S008,A23_S009,0.108,42,true
E552,A24_S008,A25_S008,0.2062,45,true
E553,A24_S008,A24_S009,0.108,42,true
E554,A25_S008,A26_S008,0.2062,45,true
E555,A25_S008,A25_S009,0.108,42,true
E556,A26_S008,A27_S008,0.2062,45,true
E557,A26_S008,A26_S009,0.108,42,true
E558,A27_S008,A28_S008,0.2061,45,true
E559,A27_S008,A27_S009,0.108,42,true
E560,A28_S008,A29_S008,0.2062,45,true
E561,A28_S008,A28_S009,0.108,42,true
E562,A29_S008,A30_S008,0.2062,45,true
E563,A29_S008,A29_S009,0.108,42,true
E564,A30_S008,A31_S008,0.2061,45,true
E565,A30_S008,A30_S009,0.108,42,true
E566,A31_S008,A31_S009,0.108,42,true
E567,A00_S009,A01_S009,0.2043,55,true
E568,A00_S009,A00_S010,0.0982,42,true
E569,A01_S009,A02_S009,0.2042,45,true
E570,A01_S009,A01_S010,0.0982,42,true
E571,A02_S009,A03_S009,0.2043,45,true
E572,A02_S009,A02_S010,0.0982,42,true
E573,A03_S009,A04_S009,0.2043,45,true
E574,A03_S009,A03_S010,0.0982,42,true
E575,A04_S009,A05_S009,0.2042,45,true
E576,A04_S009,A04_S010,0.0982,42,true
E577,A05_S009,A06_S009,0.2043,45,true
E578,A05_S009,A05_S010,0.0982,42,true
E579,A06_S009,A07_S009,0.2043,45,true
E580,A06_S009,A06_S010,0.0982,42,true
E581,A07_S009,A08_S009,0.2043,45,true
E582,A07_S009,A07_S010,0.0982,42,true
E583,A08_S009,A09_S009,0.2042,45,true
E584,A08_S009,A08_S010,0.0982,42,true
