edge_id,src,dst,length_km,speed_limit_kmh,is_two_way
E201,A05_S010,A05_S011,1.2353,40,true
E202,A06_S010,A07_S010,0.1391,45,true
E203,A06_S010,A06_S011,1.2353,40,true
E204,A07_S010,A08_S010,0.1391,45,true
E205,A07_S010,A07_S011,1.2353,40,true
E206,A08_S010,A09_S010,0.1391,45,true
E207,A08_S010,A08_S011,1.2353,40,true
E208,A09_S010,A09_S011,1.2353,40,true
E209,A00_S011,A01_S011,0.131,55,true
E210,A00_S011,A00_S012,1.2353,40,true
E211,A01_S011,A02_S011,0.131,45,true
E212,A01_S011,A01_S012,1.2353,40,true
E213,A02_S011,A03_S011,0.131,45,true
E214,A02_S011,A02_S012,1.2353,40,true
E215,A03_S011,A04_S011,0.131,45,true
E216,A03_S011,A03_S012,1.2353,40,true
E217,A04_S011,A05_S011,0.1309,45,true
E218,A04_S011,A04_S012,1.2353,40,true
E219,A05_S011,A06_S011,0.131,45,true
E220,A05_S011,A05_S012,1.2353,40,true
E221,A06_S011,A07_S011,0.131,45,true
E222,A06_S011,A06_S012,1.2353,40,true
E223,A07_S011,A08_S011,0.131,45,true
E224,A07_S011,A07_S012,1.2353,40,true
E225,A08_S011,A09_S011,0.131,45,true
E226,A08_S011,A08_S012,1.2353,40,true
E227,A09_S011,A09_S012,1.2353,40,true
E228,A00_S012,A01_S012,0.1229,55,true
E229,A00_S012,A00_S013,1.2353,40,true
E230,A01_S012,A02_S012,0.1228,45,true
E231,A01_S012,A01_S013,1.2353,40,true
E232,A02_S012,A03_S012,0.1229,45,true
E233,A02_S012,A02_S013,1.2353,40,true
E234,A03_S012,A04_S012,0.1229,45,true
E235,A03_S012,A03_S013,1.2353,40,true
E236,A04_S012,A05_S012,0.1229,45,true
E237,A04_S012,A04_S013,1.2353,40,true
E238,A05_S012,A06_S012,0.1228,45,true
E239,A05_S012,A05_S013,1.2353,40,true
E240,A06_S012,A07_S012,0.1229,45,true
E241,A06_S012,A06_S013,1.2353,40,true
E242,A07_S012,A08_S012,0.1229,45,true
E243,A07_S012,A07_S013,1.2353,40,true
E244,A08_S012,A09_S012,0.1229,45,true
E245,A08_S012,A08_S013,1.2353,40,true
E246,A09_S012,A09_S013,1.2353,40,true
E247,A00_S013,A01_S013,0.1122,55,true
E248,A00_S013,A00_S014,1.2353,40,true
E249,A01_S013,A02_S013,0.1123,45,true
E250,A01_S013,A01_S014,1.2353,40,true
E251,A02_S013,A03_S013,0.1122,45,true
E252,A02_S013,A02_S014,1.2353,40,true
E253,A03_S013,A04_S013,0.1123,45,true
E254,A03_S013,A03_S014,1.2353,40,true
E255,A04_S013,A05_S013,0.1122,45,true
E256,A04_S013,A04_S014,1.2353,40,true
E257,A05_S013,A06_S013,0.1123,45,true
E258,A05_S013,A05_S014,1.2353,40,true
E259,A06_S013,A07_S013,0.1123,45,true
E260,A06_S013,A06_S014,1.2353,40,true
E261,A07_S013,A08_S013,0.1122,45,true
E262,A07_S013,A07_S014,1.2353,40,true
E263,A08_S013,A09_S013,0.1123,45,true
E264,A08_S013,A08_S014,1.2353,40,true
E265,A09_S013,A09_S014,1.2353,40,true
E266,A00_S014,A01_S014,0.0995,55,true
E267,A00_S014,A00_S015,1.2353,40,true
E268,A01_S014,A02_S014,0.0996,45,true
E269,A01_S014,A01_S015,1.2353,40,true
E270,A02_S014,A03_S014,0.0996,45,true
E271,A02_S014,A02_S015,1.2353,40,true
E272,A03_S014,A04_S014,0.0995,45,true
E273,A03_S014,A03_S015,1.2353,40,true
E274,A04_S014,A05_S014,0.0996,45,true
E275,A04_S014,A04_S015,1.2353,40,true
E276,A05_S014,A06_S014,0.0995,45,true
E277,A05_S014,A05_S015,1.2353,40,true
E278,A06_S014,A07_S014,0.0996,45,true
E279,A06_S014,A06_S015,1.2353,40,true
E280,A07_S014,A08_S014,0.0996,45,true
E281,A07_S014,A07_S015,1.2353,40,true
E282,A08_S014,A09_S014,0.0995,45,true
E283,A08_S014,A08_S015,1.2353,40,true
E284,A09_S014,A09_S015,1.2353,40,true
E285,A00_S015,A01_S015,0.085,55,true
E286,A00_S015,A00_S016,1.2353,40,true
E287,A01_S015,A02_S015,0.085,45,true
E288,A01_S015,A01_S016,1.2353,40,true
E289,A02_S015,A03_S015,0.0849,45,true
E290,A02_S015,A02_S016,1.2353,40,true
E291,A03_S015,A04_S015,0.085,45,true
E292,A03_S015,A03_S016,1.2353,40,true
E293,A04_S015,A05_S015,0.085,45,true
E294,A04_S015,A04_S016,1.2353,40,true
E295,A05_S015,A06_S015,0.085,45,true
E296,A05_S015,A05_S016,1.2353,40,true
E297,A06_S015,A07_S015,0.085,45,true
E298,A06_S015,A06_S016,1.2353,40,true
E299,A07_S015,A08_S015,0.085,45,true
E300,A07_S015,A07_S016,1.2353,40,true
E301,A08_S015,A09_S015,0.085,45,true
E302,A08_S015,A08_S016,1.2353,40,true
E303,A09_S015,A09_S016,1.2353,40,true
E304,A00_S016,A01_S016,0.0682,55,true
E305,A00_S016,A00_S017,1.2353,40,true
E306,A01_S016,A02_S016,0.0681,45,true
E307,A01_S016,A01_S017,1.2353,40,true
E308,A02_S016,A03_S016,0.0682,45,true
E309,A02_S016,A02_S017,1.2353,40,true
E310,A03_S016,A04_S016,0.0681,45,true
E311,A03_S016,A03_S017,1.2353,40,true
E312,A04_S016,A05_S016,0.0681,45,true
E313,A04_S016,A04_S017,1.2353,40,true
E314,A05_S016,A06_S016,0.0682,45,true
E315,A05_S016,A05_S017,1.2353,40,true
E316,A06_S016,A07_S016,0.0681,45,true
E317,A06_S016,A06_S017,1.2353,40,true
E318,A07_S016,A08_S016,0.0682,45,true
E319,A07_S016,A07_S017,1.2353,40,true
E320,A08_S016,A09_S016,0.0681,45,true
E321,A08_S016,A08_S017,1.2353,40,true
E322,A09_S016,A09_S017,1.2353,40,true
E323,A00_S017,A01_S017,0.0467,55,true
E324,A01_S017,A02_S017,0.0466,45,true
E325,A02_S017,A03_S017,0.0467,45,true
E326,A03_S017,A04_S017,0.0467,45,true
E327,A04_S017,A05_S017,0.0466,45,true
E328,A05_S017,A06_S017,0.0467,45,true
E329,A06_S017,A07_S017,0.0467,45,true
E330,A07_S017,A08_S017,0.0466,45,true
E331,A08_S017,A09_S017,0.0467,45,true
